label,count
InterDigital Technology Corp,445078
Qualcomm Incorporated,256813
Nokia Corporation,57591
Intel Corporation,49213
Motorola Mobility Inc,48148
MOTOROLA Inc,37082
Samsung Electronics Co LTD,21921
Apple Inc,21533
Siemens AG,11253
NEC Corporation,10894
Huawei Technologies Co Ltd,10034
Telefonaktiebolaget LM Ericsson,9222
Coding Technologies AB,8970
LG Electronics Inc,7264
Nokia Technologies Oy,7212
InterDigital Patent Holdings Inc,7156
InterDigital Holdings Inc,6682
Sun Patent Trust,6653
Tantivy Communications Inc,6102
Research in Motion Limited,5114
Koninklijke Philips Electronics NV,4493
ZTE Corporation,4437
Nokia Solutions and Networks GmbH & Co KG,4013
InterDigital Technology Corporation,4003
Fraunhofer Institut für Integrierte Schaltungen IIS,3933
NTT DOCOMO INC,3876
VirnetX Inc,3765
Guangdong OPPO Mobile Telecommunications Corp Ltd,3619
IPR Licensing Inc,3407
Core Wireless Licensing Sarl,3106
Airbiquity Incorporated,2688
Deutsche Telekom AG,2400
Apple (UK) Limited,2283
Nokia Networks Oy,2238
Orange,2059
Godo Kaisha IP Bridge 1,2010
BlackBerry UK Limited,1824
Panasonic Holdings Corporation,1603
Alcatel,1551
Sony Group Corporation,1453
Nokia Solutions and Networks Oy,1198
Koninklijke KPN NV,1182
Fujitsu Limited,1155
VoiceAge Corporation,1116
Sharp Corporation,1094
Convida Wireless LLC,1093
HTC Corporation,1067
Kyocera Corporation,1051
SHARP Corporation,1020
Alcatel Lucent,1012
Mitsubishi Electric Corp,1010
Electronics and Telecommunications Research Institute,900
3G Licensing SA,899
Optis Wireless Technology LLC,892
Sony Corporation,882
MediaTek Incorporated,862
ALCATEL-LUCENT,703
QUALCOMM Inc,696
Google Ireland Limited,561
Evolium SAS,479
Mitsubishi Electric Telecom Europe SA,474
Koninklijke Philips NV,473
Nortel Networks Ltd,459
General Dynamics UK Limited,459
Motorola Mobility LLC,440
China Mobile Communications Corporation,437
Beijing Xiaomi Mobile Software Co Ltd,411
Microsoft Corp,361
Sisvel International SA,354
Texas Instruments Inc,334
Hughes Network Systems Inc,332
Siemens Aktiengesellschaft,261
Conversant Wireless Licensing SARL,250
Innovative Sonic Ltd,238
Vodafone Group Plc,228
Zhigu Holdings Limited,223
China Academy of Telecommunications Technology (CATT),218
Infineon Technologies,211
FG Innovation Company Limited,206
Panasonic Corporation,196
Unwired Planet LLC,190
ASUSTeK Computer Inc,187
Xiaomi Inc,162
Optis Cellular Technology LLC,157
Mitsubishi Electric Information Technology Centre Europe BV,138
Renesas Mobile Corporation,112
Acer Incorporated,108
-1,102
BlackBerry LTD,101
TDF SAS,98
Fraunhofer Gesellschaft zur Foerderung der angewandten Forschung eV,91
HMD Global Oy,90
Lenovo,86
Spectacular,85
CATT(Datang),83
Vringo Infrastructure Inc,80
THALES SA,80
NEC Corporation (ARIB),76
Industrial Technology Research Institute,76
Toshiba Corporation,75
Xiaomi HK Limited,73
Alcatel-Lucent Deutschland AG,70
Innovative Sonic Corporation,63
Telecom Italia SpA,62
KDDI Corporation (TTC),62
BENQ Corporation,59
TOYOTA MOTOR CORPORATION,54
Innovative Technology Lab Co Ltd,54
Shanghai Langbo Communication Technology Co Ltd,52
Wi-Fi One LLC,48
Sierra Wireless Inc,46
Ofinno LLC,45
DENSO CORPORATION,43
Sun Microsystems Inc,41
Unwired Planet International Ltd,36
Hewlett-Packard Enterprise,32
IPCom GmbH & CoKG,31
Dilithium Networks Inc,31
Vodafone IP Licensing Limited,29
Alcatel-Lucent USA Inc,29
Pantech Co Ltd,27
AT&T Intellectual Property II LLC,26
Nokia of America Corporation,24
Electronics & Telecommunications Research Institute,22
Marvell Switzerland SARL,21
Spreadtrum Communications (Shanghai) Co Ltd,20
Anirudh Singh And Company,20
Institute for Information Industry,17
BROADCOM CORPORATION,16
JRD COMMUNICATION (SHENZHEN) LTD,15
Innovative Sonic Limited,15
Alcatel Lucent and Alcatel-Lucent Shanghai Bell Co Ltd,15
Vimatix,14
SHENZHEN TRANSSION HOLDINGS COLTD,13
vivo Mobile Communication Co Ltd,12
VID SCALE INC,12
Gemalto SA,10
IoT Holdings Inc,9
AePONA LTD,9
AUMOVIO Germany GmbH,8
AT&T,8
Mitsubishi Electric R&D Centre Europe,7
Wistron Corporation,6
Gemplus SA,6
Comba Network Systems Company Limited,6
Telit Communications SpA,5
KDDI Corporation,5
TriSpace Technologies (OPC) Pvt Ltd,4
SHENZEN TCL NEW TECHNOLOGY CO LTD,4
KT Corporation,4
Nokia Solutions (Shanghai) Co Ltd,3
VODAFONE LTD,2
Apogee Networks LLC,2
THALES,1
Panasonic Mobile Communications,1
