label,count
Guangdong OPPO Mobile Telecommunications Corp Ltd,16166
WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC,11439
Sharp Corporation,6205
Qualcomm Incorporated,5029
Huawei Technologies Co Ltd,4043
LG Electronics Inc,3779
vivo Mobile Communication Co Ltd,2619
Samsung Electronics Co LTD,2518
QUALCOMM Inc,1947
ZTE Corporation,1927
NEC Corporation,1915
InterDigital Holdings Inc,1748
NTT DOCOMO INC,1607
Kyocera Corporation,1018
Sun Patent Trust,905
Telefonaktiebolaget LM Ericsson,862
Fujitsu Limited,688
Electronics and Telecommunications Research Institute,651
FG Innovation Company Limited,641
Sony Group Corporation,623
Nokia Technologies Oy,567
Apple Inc,522
China Mobile Communications Corporation,446
Koninklijke Philips NV,430
KDDI Corporation (TTC),421
Convida Wireless LLC,420
Panasonic Holdings Corporation,412
ASUSTeK Computer Inc,366
Google Ireland Limited,328
SHARP Corporation,306
InterDigital Technology Corporation,259
InterDigital Patent Holdings Inc,254
Mitsubishi Electric R&D Centre Europe,222
Intel Corporation,211
DENSO CORPORATION,211
Spectacular,210
Acer Incorporated,208
Beijing Xiaomi Mobile Software Co Ltd,187
MediaTek Incorporated,173
KDDI Corporation,167
Alcatel Lucent,165
NEC Corporation (ARIB),146
Electronics & Telecommunications Research Institute,146
CATT(Datang),137
Ofinno LLC,95
Sony Corporation,90
PanOptis Patent Management LLC,83
BlackBerry UK Limited,71
Nokia Solutions and Networks Oy,67
TOYOTA MOTOR CORPORATION,60
InterDigital Technology Corp,56
Deutsche Telekom AG,56
Fraunhofer Gesellschaft zur Foerderung der angewandten Forschung eV,52
HTC Corporation,47
Orange,45
Godo Kaisha IP Bridge 1,44
Mitsubishi Electric Corp,42
Innovative Sonic Limited,38
Innovative Sonic Corporation,37
China Academy of Telecommunications Technology (CATT),36
Lenovo,32
Spreadtrum Communications (Shanghai) Co Ltd,26
Industrial Technology Research Institute,26
IPCom GmbH & CoKG,25
IPR Licensing Inc,23
New H3C Technologies Co Ltd,20
Panasonic Corporation,17
Nokia of America Corporation,13
Koninklijke KPN NV,9
Hyundai Motor Company,9
Shanghai Langbo Communication Technology Co Ltd,8
HMD Global Oy,8
SK Telecom Co LTD,7
Zhigu Holdings Limited,6
Xiaomi HK Limited,6
Wistron Corporation,6
Ukpik Mobile Technologies LLC,6
IDAC Holdings Inc,6
CANON INC,4
Ericsson Telefonaktiebolaget LM,3
Telit Communications SpA,2
IDTP Holdings Inc,2
THALES,1
Sierra Wireless Inc,1
Fraunhofer Institute for Telecommunications Heinrich Hertz Institute,1
