label,count
Huawei Technologies Co Ltd,616
InterDigital Technology Corp,505
Qualcomm Incorporated,496
Samsung Electronics Co LTD,356
Telefonaktiebolaget LM Ericsson,332
Nokia Technologies Oy,269
Motorola Mobility Inc,242
Nokia Corporation,226
LG Electronics Inc,198
ZTE Corporation,193
China Mobile Communications Corporation,193
NTT DOCOMO INC,155
NEC Corporation,150
Sharp Corporation,119
Electronics and Telecommunications Research Institute,114
MediaTek Incorporated,103
MOTOROLA Inc,99
Apple Inc,76
Guangdong OPPO Mobile Telecommunications Corp Ltd,75
Research in Motion Limited,61
InterDigital Patent Holdings Inc,61
Siemens AG,60
Fraunhofer Institut für Integrierte Schaltungen IIS,59
Koninklijke Philips Electronics NV,56
Nokia Solutions and Networks Oy,52
HTC Corporation,51
Google Ireland Limited,49
BlackBerry UK Limited,42
Intel Corporation,41
Fujitsu Limited,41
Alcatel Lucent,41
Kyocera Corporation,37
InterDigital Holdings Inc,36
Beijing Xiaomi Mobile Software Co Ltd,36
Nokia Networks Oy,32
Deutsche Telekom AG,32
Orange,31
CATT(Datang),25
Alcatel,24
SHARP Corporation,23
Nokia Solutions and Networks GmbH & Co KG,22
Core Wireless Licensing Sarl,22
Sony Group Corporation,21
Sony Corporation,21
Panasonic Holdings Corporation,21
Koninklijke Philips NV,20
InterDigital Technology Corporation,19
Ofinno LLC,18
FG Innovation Company Limited,18
Panasonic Corporation,17
Tantivy Communications Inc,15
QUALCOMM Inc,15
IPR Licensing Inc,14
China Academy of Telecommunications Technology (CATT),14
Xiaomi Inc,13
VoiceAge Corporation,13
Texas Instruments Inc,12
Sisvel International SA,10
Renesas Mobile Corporation,9
Innovative Sonic Ltd,9
Spreadtrum Communications (Shanghai) Co Ltd,8
Nortel Networks Ltd,8
Industrial Technology Research Institute,8
DENSO CORPORATION,8
ALCATEL-LUCENT,8
SHENZHEN TRANSSION HOLDINGS COLTD,6
NEC Corporation (ARIB),6
Microsoft Corp,6
Hughes Network Systems Inc,6
Motorola Mobility LLC,5
Lenovo,5
Fraunhofer Gesellschaft zur Foerderung der angewandten Forschung eV,5
3G Licensing SA,5
Xiaomi HK Limited,4
Vodafone Group Plc,4
VirnetX Inc,4
Optis Wireless Technology LLC,4
Innovative Sonic Corporation,4
Infineon Technologies,4
Acer Incorporated,4
TOYOTA MOTOR CORPORATION,3
Sun Patent Trust,3
Spectacular,3
Godo Kaisha IP Bridge 1,3
Evolium SAS,3
Convida Wireless LLC,3
BlackBerry LTD,3
vivo Mobile Communication Co Ltd,2
Zhigu Holdings Limited,2
Sierra Wireless Inc,2
Siemens Aktiengesellschaft,2
Shanghai Langbo Communication Technology Co Ltd,2
Optis Cellular Technology LLC,2
Nokia of America Corporation,2
Mitsubishi Electric Corp,2
Koninklijke KPN NV,2
KDDI Corporation (TTC),2
HMD Global Oy,2
General Dynamics UK Limited,2
Conversant Wireless Licensing SARL,2
ASUSTeK Computer Inc,2
Wistron Corporation,1
Vringo Infrastructure Inc,1
Vodafone IP Licensing Limited,1
VODAFONE LTD,1
Pantech Co Ltd,1
Panasonic Mobile Communications,1
Nokia Solutions (Shanghai) Co Ltd,1
Mitsubishi Electric R&D Centre Europe,1
Marvell Switzerland SARL,1
KT Corporation,1
KDDI Corporation,1
Innovative Sonic Limited,1
Hewlett-Packard Enterprise,1
Gemalto SA,1
BROADCOM CORPORATION,1
Apogee Networks LLC,1
AT&T Intellectual Property II LLC,1
