label,count
Qualcomm Incorporated,23792
Sun Patent Trust,15410
InterDigital Technology Corp,10397
Intel Corporation,9988
Apple Inc,8238
LG Electronics Inc,8008
Panasonic Holdings Corporation,5607
Nokia Corporation,4397
NTT DOCOMO INC,4189
Samsung Electronics Co LTD,3826
Huawei Technologies Co Ltd,3707
InterDigital Holdings Inc,3355
Motorola Mobility Inc,3354
NEC Corporation,3046
SHARP Corporation,3010
Guangdong OPPO Mobile Telecommunications Corp Ltd,2727
ZTE Corporation,1949
Sharp Corporation,1897
Kyocera Corporation,1801
Telefonaktiebolaget LM Ericsson,1739
InterDigital Patent Holdings Inc,1625
Coding Technologies AB,1590
Nokia Technologies Oy,1218
WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC,1118
InterDigital Technology Corporation,1040
Godo Kaisha IP Bridge 1,926
Motorola Mobility LLC,858
Google Ireland Limited,722
Fujitsu Limited,683
Optis Wireless Technology LLC,680
Electronics and Telecommunications Research Institute,637
Sony Group Corporation,623
Nokia Networks Oy,581
Sony Corporation,526
Research in Motion Limited,444
IPR Licensing Inc,433
VirnetX Inc,425
Nokia Solutions and Networks GmbH & Co KG,424
MediaTek Incorporated,413
QUALCOMM Inc,367
BlackBerry UK Limited,329
Convida Wireless LLC,324
Siemens AG,320
Apple (UK) Limited,288
Orange,285
Alcatel Lucent,281
Fraunhofer Institut für Integrierte Schaltungen IIS,268
KDDI Corporation (TTC),242
HTC Corporation,206
Panasonic Corporation,199
Core Wireless Licensing Sarl,199
China Academy of Telecommunications Technology (CATT),196
Optis Cellular Technology LLC,187
FG Innovation Company Limited,173
ALCATEL-LUCENT,157
Dolby International AB,150
Nokia Solutions and Networks Oy,136
Beijing Xiaomi Mobile Software Co Ltd,132
Koninklijke Philips NV,119
VoiceAge Corporation,109
3G Licensing SA,102
China Mobile Communications Corporation,83
Texas Instruments Inc,80
General Dynamics UK Limited,80
Dolby Laboratories Licensing Corporation,80
Deutsche Telekom AG,80
TOYOTA MOTOR CORPORATION,77
MOTOROLA Inc,77
Nortel Networks Ltd,76
Innovative Sonic Corporation,68
NEC Corporation (ARIB),66
Koninklijke KPN NV,66
Unwired Planet LLC,65
CATT(Datang),65
Spectacular,55
Innovative Sonic Ltd,52
Tantivy Communications Inc,48
Acer Incorporated,48
HMD Global Oy,47
KDDI Corporation,40
ASUSTeK Computer Inc,40
Mitsubishi Electric R&D Centre Europe,39
Conversant Wireless Licensing SARL,38
Pantech Co Ltd,37
JRD COMMUNICATION (SHENZHEN) LTD,37
Fraunhofer Gesellschaft zur Foerderung der angewandten Forschung eV,33
Alcatel Lucent and Alcatel-Lucent Shanghai Bell Co Ltd,31
Unwired Planet International Ltd,30
Toshiba Corporation,30
Telit Communications SpA,30
Mitsubishi Electric Corp,28
Alcatel-Lucent Deutschland AG,28
Wi-Fi One LLC,26
Alcatel-Lucent USA Inc,24
-1,24
Marvell Switzerland SARL,21
Ukpik Mobile Technologies LLC,18
Sisvel International SA,18
Industrial Technology Research Institute,18
THALES SA,15
vivo Mobile Communication Co Ltd,14
THALES,14
Zhigu Holdings Limited,13
Koninklijke Philips Electronics NV,12
BENQ Corporation,12
Vringo Infrastructure Inc,11
Siemens Aktiengesellschaft,10
BlackBerry LTD,10
Lenovo,9
Hyundai Motor Company,9
Telecom Italia SpA,8
Sun Microsystems Inc,8
Freescale Semiconductor Inc,8
DENSO CORPORATION,8
TruePosition Inc,6
Nokia of America Corporation,6
Alcatel-Lucent Shanghai Bell Co Ltd,6
Microsoft Corp,5
AT&T Intellectual Property II LLC,5
Sierra Wireless Inc,4
SHENZEN TCL NEW TECHNOLOGY CO LTD,4
Infineon Technologies,4
IDPA Holdings Inc,4
Hewlett-Packard Enterprise,4
Xiaomi HK Limited,3
Innovative Sonic Limited,3
u-blox AG,2
VID SCALE INC,2
Ofinno LLC,2
IoT Holdings Inc,2
IPCom GmbH & CoKG,2
Bräu Verwaltungsgesellschaft mit beschränkter Haftung,2
BROADCOM CORPORATION,2
AT&T,2
Satelio IoT Services,1
Renesas Mobile Corporation,1
PicoChip Limited,1
KT Corporation,1
Gemplus SA,1
Fraunhofer Institute for Telecommunications Heinrich Hertz Institute,1
Alcatel Lucent Worldwide except Alcatel Lucent and Alcatel Lucent Shanghai Bell Co Ltd in China,1
Alcatel,1
