label,count
Sun Patent Trust,13814
LG Electronics Inc,7168
Qualcomm Incorporated,6831
Intel Corporation,6257
Apple Inc,6155
Panasonic Holdings Corporation,5354
NTT DOCOMO INC,3390
Samsung Electronics Co LTD,3280
InterDigital Technology Corp,3156
SHARP Corporation,2602
Guangdong OPPO Mobile Telecommunications Corp Ltd,2422
InterDigital Holdings Inc,2222
Huawei Technologies Co Ltd,2212
Motorola Mobility Inc,1612
ZTE Corporation,1456
Kyocera Corporation,1374
Sharp Corporation,1365
NEC Corporation,1348
WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC,1118
InterDigital Patent Holdings Inc,973
Godo Kaisha IP Bridge 1,856
Telefonaktiebolaget LM Ericsson,835
InterDigital Technology Corporation,832
Motorola Mobility LLC,670
Google Ireland Limited,641
Nokia Technologies Oy,605
Fujitsu Limited,543
Optis Wireless Technology LLC,536
Sony Group Corporation,444
Nokia Corporation,425
Electronics and Telecommunications Research Institute,425
Nokia Networks Oy,419
Sony Corporation,413
IPR Licensing Inc,402
MediaTek Incorporated,303
QUALCOMM Inc,294
Fraunhofer Institut für Integrierte Schaltungen IIS,264
Nokia Solutions and Networks GmbH & Co KG,233
Panasonic Corporation,199
Research in Motion Limited,186
KDDI Corporation (TTC),186
China Academy of Telecommunications Technology (CATT),169
Optis Cellular Technology LLC,166
BlackBerry UK Limited,159
FG Innovation Company Limited,156
Alcatel Lucent,141
Beijing Xiaomi Mobile Software Co Ltd,109
HTC Corporation,104
Koninklijke Philips NV,93
ALCATEL-LUCENT,90
Texas Instruments Inc,80
Nokia Solutions and Networks Oy,74
Nortel Networks Ltd,66
Core Wireless Licensing Sarl,66
Convida Wireless LLC,66
General Dynamics UK Limited,65
China Mobile Communications Corporation,63
Siemens AG,61
Innovative Sonic Corporation,60
CATT(Datang),59
Orange,56
TOYOTA MOTOR CORPORATION,55
Spectacular,52
NEC Corporation (ARIB),49
Innovative Sonic Ltd,48
HMD Global Oy,46
Unwired Planet LLC,42
MOTOROLA Inc,41
Deutsche Telekom AG,41
KDDI Corporation,37
Pantech Co Ltd,36
Mitsubishi Electric R&D Centre Europe,32
JRD COMMUNICATION (SHENZHEN) LTD,31
Alcatel Lucent and Alcatel-Lucent Shanghai Bell Co Ltd,29
VoiceAge Corporation,28
ASUSTeK Computer Inc,28
Telit Communications SpA,26
VirnetX Inc,25
3G Licensing SA,25
Unwired Planet International Ltd,24
Fraunhofer Gesellschaft zur Foerderung der angewandten Forschung eV,24
Acer Incorporated,20
Alcatel-Lucent USA Inc,18
Wi-Fi One LLC,16
Marvell Switzerland SARL,16
Industrial Technology Research Institute,15
Alcatel-Lucent Deutschland AG,13
Ukpik Mobile Technologies LLC,12
THALES SA,12
THALES,12
vivo Mobile Communication Co Ltd,10
-1,10
Hyundai Motor Company,9
Conversant Wireless Licensing SARL,8
Zhigu Holdings Limited,6
Toshiba Corporation,6
Nokia of America Corporation,6
Lenovo,6
DENSO CORPORATION,6
Sisvel International SA,5
AT&T Intellectual Property II LLC,5
Sierra Wireless Inc,4
SHENZEN TCL NEW TECHNOLOGY CO LTD,4
Infineon Technologies,4
Alcatel-Lucent Shanghai Bell Co Ltd,4
Xiaomi HK Limited,3
Vringo Infrastructure Inc,3
Freescale Semiconductor Inc,3
Telecom Italia SpA,2
Koninklijke KPN NV,2
Innovative Sonic Limited,2
Hewlett-Packard Enterprise,2
Bräu Verwaltungsgesellschaft mit beschränkter Haftung,2
BlackBerry LTD,2
Satelio IoT Services,1
KT Corporation,1
BROADCOM CORPORATION,1
Alcatel Lucent Worldwide except Alcatel Lucent and Alcatel Lucent Shanghai Bell Co Ltd in China,1
