label,count
Guangdong OPPO Mobile Telecommunications Corp Ltd,241545
Huawei Technologies Co Ltd,117010
WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC,90595
LG Electronics Inc,74750
Samsung Electronics Co LTD,65886
Qualcomm Incorporated,57638
ZTE Corporation,54434
Sharp Corporation,44092
vivo Mobile Communication Co Ltd,41667
Nokia Technologies Oy,18777
Apple Inc,18134
Beijing Xiaomi Mobile Software Co Ltd,17812
QUALCOMM Inc,17065
Telefonaktiebolaget LM Ericsson,16449
InterDigital Holdings Inc,16043
China Mobile Communications Corporation,14050
Electronics and Telecommunications Research Institute,12221
CATT(Datang),11942
Electronics & Telecommunications Research Institute,10388
NEC Corporation,9668
NTT DOCOMO INC,9352
Shanghai Langbo Communication Technology Co Ltd,9293
FG Innovation Company Limited,7902
MediaTek Incorporated,7456
Sony Group Corporation,6196
Intel Corporation,5341
Sun Patent Trust,5314
Ofinno LLC,4870
Fujitsu Limited,4783
SHARP Corporation,4418
Google Ireland Limited,4304
ASUSTeK Computer Inc,3885
Koninklijke Philips NV,3499
Convida Wireless LLC,3025
Deutsche Telekom AG,2980
Kyocera Corporation,2563
Panasonic Holdings Corporation,2393
Spreadtrum Communications (Shanghai) Co Ltd,2330
Spectacular,2323
Acer Incorporated,2198
Hyundai Motor Company,2196
China Academy of Telecommunications Technology (CATT),2189
Lenovo,2057
Nokia Solutions and Networks Oy,2004
InterDigital Patent Holdings Inc,1822
InterDigital Technology Corporation,1737
Fraunhofer Gesellschaft zur Foerderung der angewandten Forschung eV,1545
KDDI Corporation (TTC),1507
Alcatel Lucent,1295
Mitsubishi Electric R&D Centre Europe,1287
BlackBerry UK Limited,1282
Industrial Technology Research Institute,1245
Apogee Networks LLC,1244
KT Corporation,1205
DENSO CORPORATION,1056
Orange,973
HTC Corporation,812
Sony Corporation,703
TOYOTA MOTOR CORPORATION,702
SHENZHEN TRANSSION HOLDINGS COLTD,633
PanOptis Patent Management LLC,612
Innovative Technology Lab Co Ltd,608
KDDI Corporation,605
NEC Corporation (ARIB),555
InterDigital Technology Corp,403
Ukpik Mobile Technologies LLC,400
IPCom GmbH & CoKG,358
Innovative Sonic Corporation,354
TCT Mobile Limited,344
SHENZEN TCL NEW TECHNOLOGY CO LTD,326
IPR Licensing Inc,311
Godo Kaisha IP Bridge 1,311
Innovative Sonic Limited,260
Purplevine Innovation Company Limited,257
Xiaomi HK Limited,217
Nokia of America Corporation,202
Mitsubishi Electric Corp,177
New H3C Technologies Co Ltd,174
Koninklijke KPN NV,174
Panasonic Corporation,159
HMD Global Oy,151
IDAC Holdings Inc,119
Fraunhofer Institute for Telecommunications Heinrich Hertz Institute,119
Wistron Corporation,108
Nokia Solutions (Shanghai) Co Ltd,93
Institute for Information Industry,76
Xiaomi Communications CoLtd,74
Telit Communications SpA,67
Zhigu Holdings Limited,66
Polaran,64
JRD COMMUNICATION (SHENZHEN) LTD,61
Vodafone Group Plc,49
Xiaomi Inc,48
SK Telecom Co LTD,48
Hubei Xingji Meizu Group Co Ltd,42
THALES,40
CANON INC,39
National Instruments Corporation,28
Ruijie Network Co Ltd,27
IDTP Holdings Inc,22
AUMOVIO Germany GmbH,20
LENOVO,17
Quectel Wireless Solutions Co Ltd,12
Ericsson Telefonaktiebolaget LM,12
Beijing Moqiu Technology Co Ltd,10
Telecom Italia SpA,9
Lite-On Technology Corporation,8
ECARX (Hubei) Tech Co Ltd,7
Anirudh Singh And Company,5
Comba Network Systems Company Limited,2
