label,count
Qualcomm Incorporated,186972
Intel Corporation,127342
Apple Inc,120226
Sun Patent Trust,91790
LG Electronics Inc,86498
InterDigital Technology Corp,70299
Huawei Technologies Co Ltd,59040
Samsung Electronics Co LTD,52092
Nokia Corporation,43881
Guangdong OPPO Mobile Telecommunications Corp Ltd,38127
ZTE Corporation,34359
Panasonic Holdings Corporation,32791
Motorola Mobility Inc,32366
NTT DOCOMO INC,27668
WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC,25112
InterDigital Holdings Inc,24103
Telefonaktiebolaget LM Ericsson,21576
Nokia Technologies Oy,18385
NEC Corporation,17529
Electronics and Telecommunications Research Institute,17338
SHARP Corporation,15998
Sharp Corporation,12329
InterDigital Patent Holdings Inc,10668
Motorola Mobility LLC,10181
Coding Technologies AB,8970
Nokia Networks Oy,7542
InterDigital Technology Corporation,7506
Google Ireland Limited,7351
Sony Group Corporation,6978
Godo Kaisha IP Bridge 1,6429
Research in Motion Limited,5610
MediaTek Incorporated,5040
Kyocera Corporation,4943
Fujitsu Limited,4538
Sony Corporation,4472
Optis Wireless Technology LLC,4399
VirnetX Inc,4267
Beijing Xiaomi Mobile Software Co Ltd,4150
Fraunhofer Institut für Integrierte Schaltungen IIS,3933
BlackBerry UK Limited,3884
China Academy of Telecommunications Technology (CATT),3782
Nokia Solutions and Networks GmbH & Co KG,3722
IPR Licensing Inc,3705
Siemens AG,3620
Deutsche Telekom AG,3615
QUALCOMM Inc,3207
Innovative Technology Lab Co Ltd,2969
Nokia Solutions and Networks Oy,2912
China Mobile Communications Corporation,2645
Orange,2289
Apple (UK) Limited,2279
FG Innovation Company Limited,2250
Alcatel Lucent,2218
Nortel Networks Ltd,2154
Convida Wireless LLC,2048
CATT(Datang),1958
HTC Corporation,1943
Acer Incorporated,1930
Dolby International AB,1568
Core Wireless Licensing Sarl,1534
Optis Cellular Technology LLC,1396
Dolby Laboratories Licensing Corporation,1168
VoiceAge Corporation,1116
Panasonic Corporation,1110
Lenovo,1071
Koninklijke Philips NV,1029
3G Licensing SA,985
ALCATEL-LUCENT,928
KDDI Corporation (TTC),923
KT Corporation,865
Koninklijke KPN NV,793
Texas Instruments Inc,775
Spectacular,636
Unwired Planet LLC,632
General Dynamics UK Limited,621
Innovative Sonic Corporation,579
Shanghai Langbo Communication Technology Co Ltd,539
HMD Global Oy,519
MOTOROLA Inc,515
Industrial Technology Research Institute,513
Fraunhofer Gesellschaft zur Foerderung der angewandten Forschung eV,499
Tantivy Communications Inc,416
Ukpik Mobile Technologies LLC,392
Telit Communications SpA,383
TOYOTA MOTOR CORPORATION,381
ASUSTeK Computer Inc,362
JRD COMMUNICATION (SHENZHEN) LTD,348
Pantech Co Ltd,347
vivo Mobile Communication Co Ltd,345
Vodafone Group Plc,337
Microsoft Corp,337
Innovative Sonic Ltd,324
NEC Corporation (ARIB),299
Conversant Wireless Licensing SARL,283
Sisvel International SA,270
Unwired Planet International Ltd,234
Zhigu Holdings Limited,223
THALES SA,220
Freescale Semiconductor Inc,209
BlackBerry LTD,206
Alcatel Lucent and Alcatel-Lucent Shanghai Bell Co Ltd,200
Wi-Fi One LLC,195
THALES,193
Hyundai Motor Company,183
KDDI Corporation,175
Mitsubishi Electric R&D Centre Europe,166
Xiaomi HK Limited,157
-1,150
Telecom Italia SpA,149
Siemens Aktiengesellschaft,147
Alcatel-Lucent Deutschland AG,143
Alcatel-Lucent USA Inc,140
Ofinno LLC,139
Institute for Information Industry,138
TCT Mobile Limited,127
Toshiba Corporation,126
Sierra Wireless Inc,124
Mitsubishi Electric Corp,116
Vringo Infrastructure Inc,106
Nokia of America Corporation,106
Spreadtrum Communications (Shanghai) Co Ltd,105
CASSIDIAN,104
Marvell Switzerland SARL,97
Infineon Technologies,82
TruePosition Inc,70
Electronics & Telecommunications Research Institute,60
Xiaomi Inc,52
BENQ Corporation,52
AT&T Intellectual Property II LLC,48
DENSO CORPORATION,43
Sun Microsystems Inc,41
SHENZEN TCL NEW TECHNOLOGY CO LTD,41
SHENZHEN TRANSSION HOLDINGS COLTD,40
Andrew LLC,40
Renesas Mobile Corporation,37
Vodafone IP Licensing Limited,36
Koninklijke Philips Electronics NV,36
IPCom GmbH & CoKG,31
Bräu Verwaltungsgesellschaft mit beschränkter Haftung,28
Innovative Sonic Limited,27
Hubei Xingji Meizu Group Co Ltd,27
Alcatel-Lucent Shanghai Bell Co Ltd,26
Wistron Corporation,24
LENOVO,23
BROADCOM CORPORATION,22
Purplevine Innovation Company Limited,20
Anirudh Singh And Company,20
Hewlett-Packard Enterprise,16
Vimatix,14
AT&T,14
Alcatel,13
VID SCALE INC,12
IDPA Holdings Inc,12
A2Z Development Center Inc (d/b/a Lab126),12
Alcatel Lucent Worldwide except Alcatel Lucent and Alcatel Lucent Shanghai Bell Co Ltd in China,11
Xiaomi Communications CoLtd,10
Satelio IoT Services,10
PicoChip Limited,10
iCODING Technology Inc,9
Teleste Oyj,9
TCL Communication Technology Holdings Limited,9
Nokia Solutions (Shanghai) Co Ltd,9
IoT Holdings Inc,9
u-blox AG,8
Fraunhofer Institute for Telecommunications Heinrich Hertz Institute,8
Apogee Networks LLC,8
AUMOVIO Germany GmbH,8
Ruijie Network Co Ltd,6
Gemplus SA,6
Comba Network Systems Company Limited,6
SK Telecom Co LTD,5
ECARX (Hubei) Tech Co Ltd,5
TriSpace Technologies (OPC) Pvt Ltd,4
Inventec appliance corporation,3
Inventec Appliances (Jiangning) Corporation,2
Gemalto SA,2
Cisco Systems Inc,2
