label,count
InterDigital Technology Corp,64383
Qualcomm Incorporated,34694
Nokia Corporation,6762
Motorola Mobility Inc,5802
MOTOROLA Inc,4144
Intel Corporation,3744
Samsung Electronics Co LTD,2342
NEC Corporation,1747
Coding Technologies AB,1590
Apple Inc,1482
Siemens AG,1339
InterDigital Patent Holdings Inc,1218
Sun Patent Trust,1099
InterDigital Holdings Inc,971
LG Electronics Inc,798
Koninklijke Philips Electronics NV,747
Tantivy Communications Inc,720
Telefonaktiebolaget LM Ericsson,681
NTT DOCOMO INC,626
Huawei Technologies Co Ltd,582
Research in Motion Limited,540
Nokia Technologies Oy,536
Nokia Solutions and Networks GmbH & Co KG,513
InterDigital Technology Corporation,470
IPR Licensing Inc,454
Core Wireless Licensing Sarl,435
Alcatel,405
Kyocera Corporation,395
VirnetX Inc,375
Airbiquity Incorporated,320
Guangdong OPPO Mobile Telecommunications Corp Ltd,307
Fujitsu Limited,291
Apple (UK) Limited,288
Panasonic Holdings Corporation,272
Fraunhofer Institut für Integrierte Schaltungen IIS,268
Orange,259
Mitsubishi Electric Corp,250
Godo Kaisha IP Bridge 1,237
SHARP Corporation,209
Sharp Corporation,208
BlackBerry UK Limited,177
ZTE Corporation,176
Convida Wireless LLC,169
HTC Corporation,151
Mitsubishi Electric Telecom Europe SA,138
Sony Corporation,134
Alcatel Lucent,133
Sony Group Corporation,129
Nokia Networks Oy,129
ALCATEL-LUCENT,119
VoiceAge Corporation,109
Koninklijke KPN NV,100
Optis Wireless Technology LLC,97
Evolium SAS,92
QUALCOMM Inc,90
3G Licensing SA,90
Texas Instruments Inc,78
Nortel Networks Ltd,73
General Dynamics UK Limited,62
Koninklijke Philips NV,60
Nokia Solutions and Networks Oy,53
Motorola Mobility LLC,52
Conversant Wireless Licensing SARL,45
Sisvel International SA,42
Deutsche Telekom AG,42
Innovative Sonic Ltd,38
Panasonic Corporation,37
Google Ireland Limited,35
Hughes Network Systems Inc,32
Electronics and Telecommunications Research Institute,28
Toshiba Corporation,24
KDDI Corporation (TTC),23
FG Innovation Company Limited,20
NEC Corporation (ARIB),18
Zhigu Holdings Limited,17
Unwired Planet LLC,16
Beijing Xiaomi Mobile Software Co Ltd,16
ASUSTeK Computer Inc,15
-1,14
Mitsubishi Electric Information Technology Centre Europe BV,13
China Mobile Communications Corporation,13
Alcatel-Lucent Deutschland AG,13
Spectacular,12
BENQ Corporation,12
Siemens Aktiengesellschaft,11
China Academy of Telecommunications Technology (CATT),10
Sun Microsystems Inc,8
Renesas Mobile Corporation,8
Microsoft Corp,8
Hewlett-Packard Enterprise,8
Fraunhofer Gesellschaft zur Foerderung der angewandten Forschung eV,8
DENSO CORPORATION,8
Innovative Sonic Corporation,7
Wi-Fi One LLC,6
Unwired Planet International Ltd,6
Infineon Technologies,6
BlackBerry LTD,6
Vringo Infrastructure Inc,5
Marvell Switzerland SARL,5
Alcatel-Lucent USA Inc,5
AT&T Intellectual Property II LLC,5
Xiaomi HK Limited,4
TOYOTA MOTOR CORPORATION,4
MediaTek Incorporated,3
Innovative Sonic Limited,3
Industrial Technology Research Institute,3
BROADCOM CORPORATION,3
Acer Incorporated,3
VID SCALE INC,2
Telecom Italia SpA,2
Optis Cellular Technology LLC,2
Mitsubishi Electric R&D Centre Europe,2
Lenovo,2
JRD COMMUNICATION (SHENZHEN) LTD,2
IoT Holdings Inc,2
IPCom GmbH & CoKG,2
Dilithium Networks Inc,2
CATT(Datang),2
Alcatel Lucent and Alcatel-Lucent Shanghai Bell Co Ltd,2
AePONA LTD,2
AT&T,2
Telit Communications SpA,1
Sierra Wireless Inc,1
Pantech Co Ltd,1
Panasonic Mobile Communications,1
KDDI Corporation,1
Gemplus SA,1
