label,count
Guangdong OPPO Mobile Telecommunications Corp Ltd,15300
Huawei Technologies Co Ltd,11645
Samsung Electronics Co LTD,9008
ZTE Corporation,8323
LG Electronics Inc,7657
Qualcomm Incorporated,6531
Nokia Technologies Oy,5990
Beijing Xiaomi Mobile Software Co Ltd,5368
vivo Mobile Communication Co Ltd,4715
Telefonaktiebolaget LM Ericsson,4221
China Mobile Communications Corporation,3565
CATT(Datang),3208
Apple Inc,3164
NTT DOCOMO INC,3160
Sharp Corporation,2273
InterDigital Holdings Inc,1615
MediaTek Incorporated,1486
NEC Corporation,1307
WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC,974
Nokia Corporation,921
Intel Corporation,875
FG Innovation Company Limited,846
Ofinno LLC,842
Spreadtrum Communications (Shanghai) Co Ltd,840
Electronics & Telecommunications Research Institute,815
Nokia Solutions and Networks Oy,757
Shanghai Langbo Communication Technology Co Ltd,667
ASUSTeK Computer Inc,543
QUALCOMM Inc,541
Kyocera Corporation,511
Sony Group Corporation,480
Lenovo,472
Motorola Mobility Inc,464
SHARP Corporation,445
Alcatel Lucent,434
Orange,399
Electronics and Telecommunications Research Institute,391
Fujitsu Limited,379
China Academy of Telecommunications Technology (CATT),369
Apogee Networks LLC,324
Google Ireland Limited,316
KT Corporation,292
KDDI Corporation (TTC),266
Deutsche Telekom AG,255
HTC Corporation,250
Fraunhofer Gesellschaft zur Foerderung der angewandten Forschung eV,232
Panasonic Holdings Corporation,219
Koninklijke Philips NV,194
Hyundai Motor Company,166
Convida Wireless LLC,157
Spectacular,156
InterDigital Patent Holdings Inc,146
SHENZHEN TRANSSION HOLDINGS COLTD,141
DENSO CORPORATION,137
BlackBerry UK Limited,119
Siemens AG,118
InterDigital Technology Corp,116
Industrial Technology Research Institute,115
Acer Incorporated,100
Research in Motion Limited,98
Innovative Technology Lab Co Ltd,96
SHENZEN TCL NEW TECHNOLOGY CO LTD,89
NEC Corporation (ARIB),88
Nokia Solutions and Networks GmbH & Co KG,84
Fraunhofer Institut für Integrierte Schaltungen IIS,73
KDDI Corporation,70
Nokia Networks Oy,69
Dolby International AB,67
Mitsubishi Electric R&D Centre Europe,63
Sun Patent Trust,53
Dolby Laboratories Licensing Corporation,50
Sony Corporation,49
Nokia of America Corporation,49
TCT Mobile Limited,47
Nokia Solutions (Shanghai) Co Ltd,47
TOYOTA MOTOR CORPORATION,41
Koninklijke KPN NV,41
InterDigital Technology Corporation,34
Ukpik Mobile Technologies LLC,32
Hubei Xingji Meizu Group Co Ltd,30
IDAC Holdings Inc,29
Coding Technologies AB,29
New H3C Technologies Co Ltd,28
PanOptis Patent Management LLC,27
Panasonic Corporation,26
3G Licensing SA,26
IPCom GmbH & CoKG,25
VoiceAge Corporation,23
Innovative Sonic Corporation,21
Xiaomi Communications CoLtd,19
Godo Kaisha IP Bridge 1,18
Xiaomi HK Limited,17
Innovative Sonic Limited,17
Institute for Information Industry,16
Apple (UK) Limited,16
Wistron Corporation,15
Vodafone Group Plc,13
Telit Communications SpA,13
MOTOROLA Inc,12
Core Wireless Licensing Sarl,12
AUMOVIO Germany GmbH,12
ALCATEL-LUCENT,12
Mitsubishi Electric Corp,11
JRD COMMUNICATION (SHENZHEN) LTD,11
SK Telecom Co LTD,10
Ruijie Network Co Ltd,10
Microsoft Corp,10
Fraunhofer Institute for Telecommunications Heinrich Hertz Institute,10
THALES,9
Sisvel International SA,9
Purplevine Innovation Company Limited,9
HMD Global Oy,9
ECARX (Hubei) Tech Co Ltd,8
Xiaomi Inc,7
Optis Wireless Technology LLC,7
IPR Licensing Inc,7
Toshiba Corporation,6
Siemens Aktiengesellschaft,6
Motorola Mobility LLC,6
Sierra Wireless Inc,5
Nortel Networks Ltd,5
LENOVO,5
Conversant Wireless Licensing SARL,5
VirnetX Inc,4
Polaran,4
National Instruments Corporation,4
Koninklijke Philips Electronics NV,4
CANON INC,4
Zhigu Holdings Limited,3
Vringo Infrastructure Inc,3
Telecom Italia SpA,3
Sun Microsystems Inc,3
Ericsson Telefonaktiebolaget LM,3
Beijing Moqiu Technology Co Ltd,3
BENQ Corporation,3
-1,3
Vimatix,2
Unwired Planet LLC,2
Renesas Mobile Corporation,2
Lite-On Technology Corporation,2
InterDigital CE Intermediate SAS,2
BlackBerry LTD,2
Alcatel-Lucent Deutschland AG,2
Unwired Planet International Ltd,1
TriSpace Technologies (OPC) Pvt Ltd,1
Teleste Oyj,1
THALES SA,1
Quectel Wireless Solutions Co Ltd,1
Optis Cellular Technology LLC,1
IDTP Holdings Inc,1
Hewlett-Packard Enterprise,1
General Dynamics UK Limited,1
Comba Network Systems Company Limited,1
Anirudh Singh And Company,1
Alcatel-Lucent USA Inc,1
Alcatel Lucent and Alcatel-Lucent Shanghai Bell Co Ltd,1
AT&T Intellectual Property II LLC,1
