label,count
LG Electronics Inc,359
Nokia Technologies Oy,299
ZTE Corporation,295
Telefonaktiebolaget LM Ericsson,197
Samsung Electronics Co LTD,149
Qualcomm Incorporated,142
Huawei Technologies Co Ltd,142
Nokia Solutions and Networks Oy,123
Nokia Corporation,100
Guangdong OPPO Mobile Telecommunications Corp Ltd,97
NTT DOCOMO INC,82
SHENZHEN TRANSSION HOLDINGS COLTD,65
NEC Corporation,60
Intel Corporation,55
Orange,49
CATT(Datang),45
Alcatel Lucent,44
Acer Incorporated,41
Beijing Xiaomi Mobile Software Co Ltd,40
Siemens AG,38
Koninklijke KPN NV,35
FG Innovation Company Limited,35
Apple Inc,32
Sharp Corporation,31
Nokia Networks Oy,28
Lenovo,28
Electronics and Telecommunications Research Institute,28
InterDigital Holdings Inc,27
ASUSTeK Computer Inc,25
vivo Mobile Communication Co Ltd,24
WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC,24
MediaTek Incorporated,24
China Mobile Communications Corporation,24
BlackBerry UK Limited,24
Research in Motion Limited,23
QUALCOMM Inc,19
Nokia Solutions and Networks GmbH & Co KG,17
Fujitsu Limited,17
Deutsche Telekom AG,16
Google Ireland Limited,13
SHARP Corporation,12
InterDigital Patent Holdings Inc,12
Electronics & Telecommunications Research Institute,12
Shanghai Langbo Communication Technology Co Ltd,10
Panasonic Holdings Corporation,10
Fraunhofer Gesellschaft zur Foerderung der angewandten Forschung eV,10
Spreadtrum Communications (Shanghai) Co Ltd,9
Sony Group Corporation,9
Purplevine Innovation Company Limited,9
Ofinno LLC,8
KT Corporation,8
HTC Corporation,8
Wistron Corporation,7
Sun Patent Trust,7
Sony Corporation,7
Nokia of America Corporation,7
Motorola Mobility Inc,7
MOTOROLA Inc,7
InterDigital Technology Corp,7
Innovative Technology Lab Co Ltd,7
Convida Wireless LLC,7
China Academy of Telecommunications Technology (CATT),7
Apogee Networks LLC,7
Mitsubishi Electric R&D Centre Europe,6
Kyocera Corporation,6
ALCATEL-LUCENT,6
Nokia Solutions (Shanghai) Co Ltd,5
InterDigital Technology Corporation,5
Industrial Technology Research Institute,5
Xiaomi HK Limited,4
Spectacular,4
Sierra Wireless Inc,4
SHENZEN TCL NEW TECHNOLOGY CO LTD,4
PanOptis Patent Management LLC,4
JRD COMMUNICATION (SHENZHEN) LTD,4
Institute for Information Industry,4
Hyundai Motor Company,4
DENSO CORPORATION,4
Zhigu Holdings Limited,3
Xiaomi Inc,3
VoiceAge Corporation,3
Ukpik Mobile Technologies LLC,3
Telit Communications SpA,3
Telecom Italia SpA,3
THALES,3
Nortel Networks Ltd,3
Koninklijke Philips NV,3
KDDI Corporation (TTC),3
HMD Global Oy,3
Ericsson Telefonaktiebolaget LM,3
BENQ Corporation,3
3G Licensing SA,3
Xiaomi Communications CoLtd,2
Vodafone Group Plc,2
Unwired Planet LLC,2
TOYOTA MOTOR CORPORATION,2
Sisvel International SA,2
Siemens Aktiengesellschaft,2
Ruijie Network Co Ltd,2
Renesas Mobile Corporation,2
Panasonic Corporation,2
Optis Wireless Technology LLC,2
National Instruments Corporation,2
NEC Corporation (ARIB),2
Motorola Mobility LLC,2
Mitsubishi Electric Corp,2
KDDI Corporation,2
Innovative Sonic Corporation,2
IDAC Holdings Inc,2
Core Wireless Licensing Sarl,2
BlackBerry LTD,2
-1,2
Vringo Infrastructure Inc,1
VirnetX Inc,1
Vimatix,1
Unwired Planet International Ltd,1
TriSpace Technologies (OPC) Pvt Ltd,1
Toshiba Corporation,1
Teleste Oyj,1
THALES SA,1
TCT Mobile Limited,1
Sun Microsystems Inc,1
SK Telecom Co LTD,1
Quectel Wireless Solutions Co Ltd,1
Polaran,1
Optis Cellular Technology LLC,1
New H3C Technologies Co Ltd,1
Microsoft Corp,1
Lite-On Technology Corporation,1
LENOVO,1
Koninklijke Philips Electronics NV,1
InterDigital CE Intermediate SAS,1
Innovative Sonic Limited,1
IPR Licensing Inc,1
IPCom GmbH & CoKG,1
IDTP Holdings Inc,1
Hubei Xingji Meizu Group Co Ltd,1
Hewlett-Packard Enterprise,1
Godo Kaisha IP Bridge 1,1
General Dynamics UK Limited,1
Fraunhofer Institute for Telecommunications Heinrich Hertz Institute,1
Fraunhofer Institut für Integrierte Schaltungen IIS,1
ECARX (Hubei) Tech Co Ltd,1
Dolby Laboratories Licensing Corporation,1
Dolby International AB,1
Conversant Wireless Licensing SARL,1
Comba Network Systems Company Limited,1
Coding Technologies AB,1
CANON INC,1
Beijing Moqiu Technology Co Ltd,1
Apple (UK) Limited,1
Anirudh Singh And Company,1
Alcatel-Lucent USA Inc,1
Alcatel-Lucent Deutschland AG,1
Alcatel Lucent and Alcatel-Lucent Shanghai Bell Co Ltd,1
AUMOVIO Germany GmbH,1
AT&T Intellectual Property II LLC,1
