label,count
Nokia Corporation,2107
Huawei Technologies Co Ltd,1800
Motorola Mobility Inc,1582
Qualcomm Incorporated,1529
Samsung Electronics Co LTD,1462
InterDigital Technology Corp,1342
Nokia Technologies Oy,962
ZTE Corporation,840
Telefonaktiebolaget LM Ericsson,806
Siemens AG,550
NEC Corporation,527
Apple Inc,510
LG Electronics Inc,418
MOTOROLA Inc,385
Intel Corporation,358
Guangdong OPPO Mobile Telecommunications Corp Ltd,351
NTT DOCOMO INC,309
China Mobile Communications Corporation,309
Koninklijke Philips Electronics NV,280
Nokia Solutions and Networks GmbH & Co KG,265
Orange,250
Nokia Networks Oy,214
Nokia Solutions and Networks Oy,205
InterDigital Holdings Inc,181
Research in Motion Limited,166
Electronics and Telecommunications Research Institute,163
InterDigital Patent Holdings Inc,161
Sharp Corporation,147
MediaTek Incorporated,140
Alcatel Lucent,124
Kyocera Corporation,119
HTC Corporation,114
Alcatel,105
Panasonic Holdings Corporation,103
Deutsche Telekom AG,98
SHARP Corporation,93
BlackBerry UK Limited,91
Fraunhofer Institut für Integrierte Schaltungen IIS,73
Core Wireless Licensing Sarl,73
Beijing Xiaomi Mobile Software Co Ltd,71
China Academy of Telecommunications Technology (CATT),69
Google Ireland Limited,68
Sony Corporation,64
Sony Group Corporation,62
Fujitsu Limited,57
ALCATEL-LUCENT,50
QUALCOMM Inc,48
3G Licensing SA,46
CATT(Datang),44
Texas Instruments Inc,38
Xiaomi Inc,37
Sun Patent Trust,36
FG Innovation Company Limited,36
InterDigital Technology Corporation,34
Nortel Networks Ltd,32
Microsoft Corp,31
Koninklijke KPN NV,31
General Dynamics UK Limited,29
Coding Technologies AB,29
ASUSTeK Computer Inc,29
Innovative Sonic Ltd,28
Sisvel International SA,26
Koninklijke Philips NV,26
Convida Wireless LLC,26
VoiceAge Corporation,23
Ofinno LLC,23
Tantivy Communications Inc,20
Godo Kaisha IP Bridge 1,20
Siemens Aktiengesellschaft,19
Evolium SAS,19
Airbiquity Incorporated,19
Lenovo,18
IPR Licensing Inc,18
Fraunhofer Gesellschaft zur Foerderung der angewandten Forschung eV,18
Panasonic Corporation,17
Industrial Technology Research Institute,17
Apple (UK) Limited,17
Optis Wireless Technology LLC,16
NEC Corporation (ARIB),16
Vodafone Group Plc,15
TDF SAS,14
Renesas Mobile Corporation,13
Motorola Mobility LLC,13
KDDI Corporation (TTC),12
Mitsubishi Electric Corp,11
Spreadtrum Communications (Shanghai) Co Ltd,10
Unwired Planet LLC,9
Toshiba Corporation,9
DENSO CORPORATION,9
Acer Incorporated,9
Spectacular,7
Sierra Wireless Inc,7
Shanghai Langbo Communication Technology Co Ltd,7
SHENZHEN TRANSSION HOLDINGS COLTD,7
Conversant Wireless Licensing SARL,7
Xiaomi HK Limited,6
Nokia of America Corporation,6
Mitsubishi Electric Telecom Europe SA,6
Mitsubishi Electric Information Technology Centre Europe BV,6
Infineon Technologies,6
Hughes Network Systems Inc,6
Zhigu Holdings Limited,5
Innovative Technology Lab Co Ltd,5
Innovative Sonic Corporation,5
HMD Global Oy,5
Alcatel-Lucent Deutschland AG,5
-1,5
vivo Mobile Communication Co Ltd,4
Vringo Infrastructure Inc,4
Vodafone IP Licensing Limited,4
VirnetX Inc,4
TOYOTA MOTOR CORPORATION,4
Optis Cellular Technology LLC,4
Marvell Switzerland SARL,4
IPCom GmbH & CoKG,4
BlackBerry LTD,4
BENQ Corporation,4
Alcatel-Lucent USA Inc,4
Sun Microsystems Inc,3
Dilithium Networks Inc,3
AT&T Intellectual Property II LLC,3
Wi-Fi One LLC,2
Vimatix,2
Telecom Italia SpA,2
THALES SA,2
SHENZEN TCL NEW TECHNOLOGY CO LTD,2
Pantech Co Ltd,2
Nokia Solutions (Shanghai) Co Ltd,2
Institute for Information Industry,2
Innovative Sonic Limited,2
Hewlett-Packard Enterprise,2
Gemalto SA,2
Electronics & Telecommunications Research Institute,2
BROADCOM CORPORATION,2
Alcatel Lucent and Alcatel-Lucent Shanghai Bell Co Ltd,2
Wistron Corporation,1
VODAFONE LTD,1
VID SCALE INC,1
Unwired Planet International Ltd,1
TriSpace Technologies (OPC) Pvt Ltd,1
Telit Communications SpA,1
THALES,1
Panasonic Mobile Communications,1
Mitsubishi Electric R&D Centre Europe,1
KT Corporation,1
KDDI Corporation,1
JRD COMMUNICATION (SHENZHEN) LTD,1
IoT Holdings Inc,1
Gemplus SA,1
Comba Network Systems Company Limited,1
Apogee Networks LLC,1
Anirudh Singh And Company,1
AePONA LTD,1
AUMOVIO Germany GmbH,1
AT&T,1
